id,fighter_name,weight_pounds,date_of_birth,height_feet,height_inches
2866,Taila Santos,125.0,1993-06-22,5.0,6.0
2867,Marilia Santos,125.0,1992-12-12,5.0,4.0
2868,Nick Sanzo,190.0,1963-01-16,5.0,9.0
2869,Bob Sapp,350.0,1974-09-22,6.0,5.0
2870,Diego Saraiva,155.0,1982-04-23,5.0,6.0
2871,Daniel Sarafian,185.0,1982-08-21,5.0,9.0
2872,Harris Sarmiento,155.0,1983-09-09,5.0,9.0
2873,Alexander Sarnavskiy,155.0,1989-01-17,5.0,11.0
2874,Yuki Sasaki,185.0,1976-09-12,6.0,2.0
2875,Kyosuke Sasaki,183.0,1979-10-07,5.0,7.0
2876,Yuta Sasaki,125.0,1989-10-07,5.0,10.0
2877,Paul Sass,155.0,1988-08-04,6.0,0.0
2878,Masaaki Satake,220.0,1965-08-17,6.0,1.0
2879,Takenori Sato,170.0,1985-06-08,5.0,10.0
2880,Takashi Sato,170.0,1990-06-09,5.0,10.0
2881,Tom Sauer,263.0,1970-11-11,6.0,1.0
2882,Jeimeson Saudino,135.0,1991-03-05,5.0,6.0
2883,Townsend Saunders,170.0,,5.0,5.0
2884,Ben Saunders,170.0,1983-04-13,6.0,2.0
2885,Chris Saunders,155.0,1986-03-11,5.0,8.0
2886,Chad W. Saunders,170.0,,5.0,10.0
2887,Lumumba Sayers,185.0,1978-06-30,6.0,0.0
2888,Matt Sayles,145.0,1994-02-21,5.0,7.0
2889,Brandon Sayles,265.0,1981-04-23,6.0,5.0
2890,Mark Scanlon,170.0,,5.0,9.0
2891,Eric Schafer,185.0,1977-09-20,6.0,3.0
2892,Brendan Schaub,245.0,1983-03-18,6.0,4.0
2893,Kerry Schall,265.0,1971-08-09,6.0,2.0
2894,Eric Schambari,185.0,1978-04-22,5.0,11.0
2895,Matheus Scheffel,205.0,1992-04-11,6.0,2.0
2896,Antonio Schembri,205.0,1974-06-01,5.0,9.0
2897,Fabiano Scherner,257.0,1972-06-30,6.0,3.0
2898,Joe Schilling,185.0,,6.0,3.0
2899,Samy Schiavo,155.0,1975-12-24,5.0,8.0
2900,Semmy Schilt,265.0,1973-10-27,6.0,10.0
2901,Adam Schindler,155.0,1983-05-19,5.0,8.0
2902,Daniel Schmitt,185.0,,,
2903,Colleen Schneider,135.0,1982-03-12,,
2904,Matt Schnell,125.0,1990-01-15,5.0,8.0
2905,Darrill Schoonover,220.0,1985-07-18,6.0,2.0
2906,Alex Schoenauer,185.0,1976-05-05,6.0,3.0
2907,Bob Schrijber,240.0,1965-03-03,6.0,0.0
2908,Nate Schroeder,230.0,1973-06-02,6.0,1.0
2909,Lacey Schuckman,125.0,1988-07-16,5.0,3.0
2910,Mark Schultz,200.0,1960-10-26,5.0,9.0
2911,Brian Schwartz,170.0,,6.0,3.0
2912,Eric Schwartz,205.0,,,
2913,Justin Scoggins,125.0,1992-05-02,5.0,7.0
2914,Pat Schilling,145.0,1988-08-28,5.0,8.0
2915,Brad Scott,170.0,1989-06-24,6.0,1.0
2916,Mike Seal,185.0,1977-07-30,6.0,4.0
2917,Greg Scott,145.0,,5.0,9.0
2918,Kenneth Seegrist,185.0,1980-10-21,6.0,0.0
2919,Rony Sefo,225.0,1972-04-10,5.0,9.0
2920,Matt Secor,170.0,1986-09-26,6.0,0.0
2921,Neil Seery,125.0,1979-08-30,5.0,4.0
2922,Ray Sefo,240.0,1971-02-15,6.0,0.0
2923,Brendan Seguin,185.0,1976-07-03,6.0,0.0
2924,Stefan Sekulic,170.0,1992-02-12,6.0,0.0
2925,Pete Sell,170.0,1982-08-05,5.0,11.0
2926,Andrei Semenov,185.0,1977-06-17,6.0,0.0
2927,Brandon Sene,205.0,1981-05-21,5.0,11.0
2928,Matthew Semelsberger,170.0,1992-11-23,6.0,1.0
2929,Kim In Seok,145.0,1980-10-10,5.0,6.0
2930,Mackens Semerzier,145.0,1980-11-03,5.0,9.0
2931,Ray Seraille,246.0,1979-06-23,6.0,3.0
2932,Alex Serdyukov,170.0,1980-05-24,6.0,2.0
2933,Ivan Serati,205.0,,6.0,0.0
2934,Nicholas Sergiacomi,170.0,,,
2935,Adrian Serrano,170.0,1963-12-23,5.0,8.0
2936,Nick Serra,170.0,1978-03-27,5.0,9.0
2937,Fredy Serrano,125.0,1979-09-22,5.0,3.0
2938,Carl Seumanutafa,255.0,1983-06-15,6.0,1.0
2939,Matt Serra,170.0,1974-06-02,5.0,6.0
2940,Scott Shaffer,145.0,,5.0,7.0
2941,Dan Severn,250.0,1958-06-08,6.0,2.0
2942,Rosi Sexton,135.0,1977-07-16,5.0,3.0
2943,Leon Shahbazyan,170.0,1995-11-18,6.0,4.0
2944,Edmen Shahbazyan,185.0,1997-11-20,6.0,2.0
2945,Liliya Shakirova,125.0,1991-10-24,5.0,4.0
2946,Kamal Shalorus,155.0,1972-08-27,5.0,8.0
2947,Ken Shamrock,205.0,1964-02-11,6.0,1.0
2948,Frank Shamrock,185.0,1972-12-08,5.0,10.0
2949,Eric Shelton,125.0,1991-02-02,5.0,6.0
2950,Jason Sharp,205.0,,,
2951,Chase Sherman,250.0,1989-11-16,6.0,4.0
2952,Sean Sherk,155.0,1973-08-05,5.0,6.0
2953,Antonina Shevchenko,125.0,1984-11-20,5.0,8.0
2954,Henrique Shiguemoto,185.0,1989-06-22,5.0,11.0
2955,Valentina Shevchenko,125.0,1988-03-07,5.0,5.0
2956,Shunichi Shimizu,135.0,1985-01-31,5.0,5.0
2957,Jake Shields,170.0,1979-01-09,6.0,0.0
2958,Wade Shipp,245.0,1975-02-09,6.0,3.0
2959,Raja Shippen,145.0,1986-10-07,5.0,6.0
2960,Yuya Shirai,168.0,1980-04-02,5.0,8.0
2961,Wes Shivers,,1977-03-08,6.0,8.0
2962,Alexander Shlemenko,185.0,1984-05-20,5.0,11.0
2963,Josh Shockley,155.0,1989-11-15,6.0,1.0
2964,Josh Shockman,235.0,1980-12-29,6.0,4.0
2965,Jack Shore,135.0,1995-02-06,5.0,8.0
2966,Akira Shoji,195.0,1974-01-31,5.0,8.0
2967,Landon Showalter,185.0,1976-06-14,6.0,0.0
2968,Katsuyori Shibata,168.0,1979-11-17,6.0,0.0
2969,Brandon Shuey,155.0,1976-02-01,5.0,7.0
2970,Ivan Shtyrkov,205.0,1988-06-09,6.0,0.0
2971,Kiril Sidelnikov,230.0,1988-08-17,5.0,11.0
2972,Sam Sicilia,145.0,1986-02-01,5.0,8.0
2973,Steven Siler,145.0,1987-02-15,5.0,11.0
2974,Siala Siliga,290.0,1970-10-08,6.0,1.0
2975,Assuerio Silva,241.0,1974-06-18,5.0,10.0
2976,Xavier Siller,125.0,1994-06-06,5.0,5.0
2977,Thiago Silva,205.0,1982-11-12,6.0,2.0
2978,Jean Silva,160.0,1977-10-08,5.0,6.0
2979,Paulo Cesar Silva,385.0,1963-07-21,7.0,5.0
2980,Edson Silva,205.0,,,
2981,Anderson Silva,185.0,1975-04-14,6.0,2.0
2982,Wanderlei Silva,205.0,1976-07-03,5.0,11.0
2983,Sidney Silva,170.0,1972-02-27,6.0,3.0
2984,Jay Silva,185.0,1981-05-25,6.0,2.0
2985,Fabio Silva,205.0,1982-03-31,5.0,11.0
2986,Leandro Silva,155.0,1985-11-11,5.0,9.0
2987,Claudio Silva,170.0,1982-09-06,5.0,11.0
2988,Wagner Silva,170.0,1987-02-07,6.0,0.0
2989,Antonio Silva,264.0,1979-09-14,6.0,4.0
2990,Erick Silva,170.0,1984-06-21,6.0,0.0
2991,Rafael Silva,135.0,1985-03-20,5.0,7.0
2992,Joaquim Silva,155.0,1989-02-05,5.0,8.0
2993,Felipe Silva,155.0,1984-05-08,6.0,0.0
2994,Dayana Silva,135.0,1990-08-27,5.0,7.0
2995,Jacob Silva,125.0,1988-02-23,5.0,5.0
2996,Gabriel Silva,135.0,1994-08-26,5.0,6.0
2997,Bruno Silva,185.0,1989-07-13,6.0,0.0
2998,Natalia Silva,125.0,1997-02-03,5.0,4.0
2999,Douglas Silva de Andrade,145.0,1985-06-22,5.0,7.0
3000,Leonardo Silva de Oliveira,185.0,1992-04-23,6.0,2.0
3001,Marcus Silveira,242.0,1964-12-09,6.0,3.0
3002,Jamey Simmons,145.0,1992-09-11,5.0,6.0
3003,Elias Silverio,155.0,1986-09-22,5.0,11.0
3004,Aaron Simpson,170.0,1974-07-20,6.0,0.0
3005,Ricky Simon,135.0,1992-08-31,5.0,6.0
3006,Wes Sims,260.0,1979-08-04,6.0,10.0
3007,Marlon Sims,170.0,1974-01-18,,
3008,Tony Sims,155.0,1985-10-14,5.0,11.0
3009,Lodune Sincaid,185.0,1973-05-07,5.0,9.0
3010,Everett Sims,260.0,1988-09-04,6.0,5.0
3011,Rob Sinclair,155.0,1980-02-20,5.0,8.0
3012,Elvis Sinosic,205.0,1971-02-13,6.0,3.0
3013,Mitchell Sipe,245.0,1996-04-09,6.0,2.0
3014,Rory Singer,185.0,1976-05-28,6.0,2.0
3015,AJ Siscoe,135.0,,5.0,7.0
3016,Yokthai Sithoar,143.0,1974-12-25,5.0,7.0
3017,Jeri Sitzes,125.0,,5.0,5.0
3018,Dennis Siver,145.0,1979-01-13,5.0,6.0
3019,Chas Skelly,145.0,1985-05-11,5.0,11.0
3020,Matt Skelton,265.0,1967-01-23,6.0,3.0
3021,Zach Skinner,145.0,,5.0,6.0
3022,Joe Slick,199.0,1977-10-17,6.0,0.0
3023,Patrick Smith,225.0,1963-08-28,6.0,2.0
3024,Kestutis Smirnovas,200.0,1976-04-08,5.0,10.0
3025,Maurice Smith,221.0,1961-12-13,6.0,2.0
3026,Scott Smith,185.0,1979-05-21,6.0,0.0
3027,Eric Smith,,,,
3028,Josh Smith,155.0,1982-07-02,6.0,0.0
3029,Adam Smith,,,,
3030,Dillon Smith,170.0,1984-01-07,6.0,0.0
3031,David Smith,155.0,,,
3032,Brian Sleeman,185.0,,5.0,8.0
3033,Trevor Smith,185.0,1981-01-05,6.0,3.0
3034,Anthony Smith,205.0,1988-07-26,6.0,4.0
3035,Colton Smith,155.0,1987-08-14,6.0,0.0
3036,Ray Sloan,205.0,1985-07-14,6.0,1.0
3037,Gilbert Smith,185.0,1981-10-19,5.0,9.0
3038,Devonte Smith,155.0,1993-07-30,5.0,9.0
3039,Leslie Smith,135.0,1982-08-17,5.0,9.0
3040,Cole Smith,135.0,1989-04-05,5.0,11.0
3041,Justin Smitley,145.0,,,
3042,Walter Smith-Cotito,135.0,,5.0,8.0
3043,Nate Smith,125.0,1995-04-09,5.0,6.0
3044,Dmitrii Smoliakov,253.0,1982-08-05,6.0,2.0
3045,Louis Smolka,135.0,1991-07-16,5.0,9.0
3046,Richie Smullen,155.0,1991-08-17,5.0,9.0
3047,Devin Smyth,170.0,1995-07-21,5.0,10.0
3048,Denis Sobolev,216.0,1975-08-26,6.0,3.0
3049,Renato Sobral,205.0,1975-09-07,6.0,1.0
3050,Peter Sobotta,170.0,1987-01-11,6.0,0.0
3051,Rameau Thierry Sokoudjou,205.0,1984-04-18,5.0,10.0
3052,Joe Solecki,155.0,1993-08-27,5.0,9.0
3053,Chris Solomon,155.0,,5.0,11.0
3054,Paul Song,185.0,1987-01-20,,
3055,Joe Son,236.0,1970-11-22,5.0,4.0
3056,Chael Sonnen,205.0,1977-04-03,6.0,1.0
3057,Song Kenan,170.0,1990-03-10,6.0,0.0
3058,Song Yadong,145.0,1997-12-02,5.0,8.0
3059,Cody Sons,205.0,,5.0,9.0
3060,Jin Soo Son,135.0,1993-04-01,5.0,6.0
3061,Emiliano Sordi,205.0,1991-02-15,6.0,2.0
3062,Punahele Soriano,185.0,1992-11-22,5.0,11.0
3063,Sean Soriano,145.0,1989-10-06,5.0,9.0
3064,Dmitry Sosnovskiy,240.0,1989-07-06,6.0,3.0
3065,Ben Sosoli,265.0,1989-12-10,6.0,0.0
3066,Greg Soto,170.0,1986-06-03,5.0,11.0
3067,George Sotiropoulos,155.0,1977-07-09,5.0,10.0
3068,Alex Soto,135.0,1984-02-15,5.0,8.0
3069,Krzysztof Soszynski,205.0,1977-08-02,6.0,1.0
3070,Mario Soto,145.0,,6.0,0.0
3071,Joe Soto,135.0,1987-03-22,5.0,6.0
3072,Bobby Southworth,205.0,1969-12-16,6.0,2.0
3073,Andre Soukhamthath,135.0,1988-10-23,5.0,9.0
3074,Edimilson Souza,145.0,1984-10-17,6.0,0.0
3075,Chris Spang,170.0,1987-11-26,6.0,2.0
3076,Mario Souza,185.0,1996-10-20,6.0,3.0
3077,Livinha Souza,115.0,1991-03-11,5.0,3.0
3078,Jacare Souza,185.0,1979-12-07,6.0,1.0
3079,Charon Spain,155.0,1988-03-11,5.0,9.0
3080,Andreas Spang,185.0,1978-11-07,6.0,1.0
3081,Ryan Spann,205.0,1991-08-24,6.0,5.0
3082,Tommy Speer,170.0,1984-08-20,5.0,10.0
3083,Patrick Speight,170.0,,6.0,1.0
3084,Ron Sparks,265.0,,6.0,5.0
3085,Sean Spencer,170.0,1987-06-25,5.0,10.0
3086,Felicia Spencer,145.0,1990-11-29,5.0,6.0
3087,Sam Spengler,185.0,1976-04-04,5.0,11.0
3088,Nick Sperling,135.0,,,
3089,Mario Sperry,205.0,1966-09-28,6.0,2.0
3090,Waachiim Spiritwolf,170.0,1976-01-01,5.0,8.0
3091,Daniel Spitz,245.0,1990-07-31,6.0,7.0
3092,Eric Spicely,185.0,1986-09-29,6.0,1.0
3093,Serghei Spivac,260.0,1995-01-24,6.0,3.0
3094,Daniel Spohn,205.0,1984-10-12,6.0,4.0
3095,Pete Spratt,170.0,1971-01-09,5.0,9.0
3096,Austin Springer,145.0,1987-05-12,5.0,8.0
3097,Georges St-Pierre,185.0,1981-05-19,5.0,11.0
3098,Andreas Stahl,170.0,1988-05-20,5.0,11.0
3099,Ron Stallings,170.0,1983-01-25,6.0,2.0
3100,Bobby Stack,155.0,,5.0,9.0
3101,Cristina Stanciu,115.0,1994-03-29,5.0,3.0
3102,Cody Stamann,145.0,1989-11-09,5.0,6.0
3103,Brian Stann,205.0,1980-09-24,6.0,1.0
3104,Josh Stansbury,205.0,1984-11-19,6.0,2.0
3105,Dion Staring,235.0,1978-06-09,6.0,1.0
3106,Lucas Stark,155.0,,,
3107,Kalib Starnes,185.0,1975-01-06,6.0,3.0
3108,Clifford Starks,185.0,1981-04-25,6.0,0.0
3109,Damian Stasiak,135.0,1990-02-20,5.0,5.0
3110,Adam Steele,170.0,,,
3111,Laureano Staropoli,170.0,1993-02-27,6.0,1.0
3112,Ricky Steele,135.0,1988-05-26,5.0,9.0
3113,Dominique Steele,170.0,1988-01-27,5.0,10.0
3114,Ray Steinbeiss,170.0,1979-09-12,5.0,11.0
3115,Eric Steenberg,155.0,1983-06-22,,
3116,Steve Steinbeiss,185.0,1981-05-05,6.0,3.0
3117,Dmitri Stepanov,217.0,,6.0,3.0
3118,Marc Stevens,155.0,1985-05-28,5.0,9.0
3119,Aljamain Sterling,135.0,1989-07-31,5.0,7.0
3120,Jeremy Stephens,145.0,1986-05-25,5.0,9.0
3121,Joe Stevenson,145.0,1982-06-15,5.0,7.0
3122,Maia Stevenson,115.0,1982-03-19,5.0,4.0
3123,Luke Stewart,170.0,,5.0,11.0
3124,Darren Stewart,185.0,1990-12-30,6.0,0.0
3125,Alex Stiebling,205.0,1976-12-26,6.0,2.0
3126,Kyle Stewart,170.0,1989-01-31,6.0,0.0
3127,Tyler Stinson,170.0,1986-01-17,6.0,3.0
3128,Dan Stittgen,170.0,1980-11-17,6.0,1.0
3129,Lazar Stojadinovic,145.0,1989-03-22,5.0,7.0
3130,Denis Stojnic,245.0,1980-02-02,6.0,0.0
3131,Julija Stoliarenko,135.0,1993-04-08,5.0,7.0
3132,Dustin Stoltzfus,185.0,1991-11-15,6.0,0.0
3133,Niklas Stolze,170.0,1992-12-28,6.0,1.0
3134,Ken Stone,135.0,1982-10-08,5.0,8.0
3135,Ryan Stonitsch,170.0,1977-02-03,5.0,9.0
3136,George Stork,185.0,,5.0,10.0
3137,Darko Stosic,205.0,1992-02-09,6.0,0.0
3138,Rick Story,170.0,1984-08-28,5.0,9.0
3139,Greg Stott,220.0,,5.0,7.0
3140,Curtis Stout,185.0,1973-11-07,6.0,1.0
3141,Tim Stout,185.0,1979-02-09,5.0,11.0
3142,Sam Stout,155.0,1984-04-23,5.0,9.0
3143,Jesse Strader,135.0,1991-05-29,5.0,7.0
3144,Gennaro Strangis,,,,
3145,Gerald Strebendt,155.0,1979-03-01,5.0,9.0
3146,Dave Strasser,170.0,1969-07-13,5.0,10.0
3147,Daniel Straus,145.0,1984-07-27,5.0,7.0
3148,Sean Strickland,185.0,1991-02-27,6.0,1.0
3149,Hans Stringer,205.0,1987-07-06,6.0,3.0
3150,Mark Striegl,135.0,1988-06-23,5.0,8.0
3151,Josh Stuart,160.0,,5.0,9.0
3152,Stefan Struve,265.0,1988-02-18,6.0,11.0
3153,Mike Stumpf,170.0,1986-08-01,5.0,10.0
3154,Kyle Sturgeon,225.0,1963-02-01,6.0,3.0
3155,Masanori Suda,183.0,,5.0,9.0
3156,Tatiana Suarez,115.0,1990-12-19,5.0,5.0
3157,Genki Sudo,155.0,1978-03-08,5.0,9.0
3158,Daisuke Sugie,160.0,1980-10-12,5.0,6.0
3159,Takashi Sugiura,225.0,1970-05-31,5.0,11.0
3160,Justin Sumter,185.0,1989-11-16,6.0,2.0
3161,Magomed Sultanakhmedov,185.0,1984-05-11,6.0,2.0
3162,George Sullivan,170.0,1981-03-13,6.0,0.0
3163,Amar Suloev,183.0,1976-07-01,5.0,9.0
3164,Aji Susilo,155.0,,5.0,10.0
3165,Martin Svensson,155.0,1985-04-25,6.0,1.0
3166,Daniel Swain,145.0,1991-01-30,5.0,9.0
3167,Naho Sugiyuma,105.0,1978-02-03,5.0,1.0
3168,Jason Suttie,210.0,1973-08-07,6.0,0.0
3169,Joel Sutton,205.0,1969-07-07,5.0,11.0
3170,Cub Swanson,145.0,1983-11-02,5.0,8.0
3171,Chad Sutton,185.0,1982-08-07,6.0,1.0
3172,Kevin Syler,155.0,1993-07-29,5.0,9.0
3173,Floyd Sword,185.0,1976-08-24,6.0,0.0
3174,Bentley Syler,125.0,1982-12-22,5.0,4.0
3175,Tony Sylvester,225.0,1978-01-27,6.0,1.0
3176,Mike Swick,170.0,1979-06-19,6.0,1.0
3177,Leo Sylvest,205.0,1973-09-03,5.0,11.0
3178,Tim Sylvia,265.0,1976-03-05,6.0,8.0
3179,Osamu Tachihikari,300.0,1963-09-12,6.0,5.0
3180,Justin Tafa,264.0,1993-12-13,6.0,0.0
3181,Eugenio Tadeu,160.0,1963-08-17,5.0,8.0
3182,Amber Tackett,115.0,,,
3183,Joe Taimanglo,135.0,1984-06-27,5.0,4.0
3184,Khalid Taha,135.0,1992-02-15,5.0,5.0
3185,Mairbek Taisumov,155.0,1988-08-08,5.0,9.0
3186,Nobuhiko Takada,220.0,1962-04-12,6.0,0.0
3187,Yoshiki Takahashi,199.0,1969-03-13,5.0,11.0
3188,Yoko Takahashi,150.0,1973-04-20,5.0,8.0
3189,Yoshihiro Takayama,280.0,1968-09-19,6.0,5.0
3190,Daiju Takase,170.0,1978-04-20,6.0,0.0
3191,Makoto Takimoto,205.0,1979-12-08,5.0,7.0
3192,Hiroyuki Takaya,139.0,1977-06-10,5.0,6.0
3193,Nordine Taleb,170.0,1981-06-10,6.0,1.0
3194,Oleg Taktarov,210.0,1967-08-26,6.0,0.0
3195,Tsuyoshi Tamakairiki,220.0,1966-07-16,6.0,0.0
3196,Akitoshi Tamura,135.0,1980-05-31,5.0,9.0
3197,Akihito Tanaka,,1983-03-09,,
3198,Jason Tan,170.0,1981-12-17,5.0,10.0
3199,Michinori Tanaka,135.0,1990-10-04,5.0,5.0
3200,Eli Tamez,135.0,1985-08-22,5.0,7.0
3201,Kiyoshi Tamura,185.0,1969-12-17,5.0,11.0
3202,Issei Tamura,135.0,1984-03-12,5.0,5.0
3203,Evan Tanner,185.0,1971-02-11,6.0,0.0
3204,Deividas Taurosevicius,145.0,1977-08-28,5.0,9.0
3205,Jeremy Tavares,135.0,,,
3206,Gary Tapusoa,185.0,1979-09-02,5.0,7.0
3207,Manny Tapia,135.0,1981-03-14,5.0,5.0
3208,Miesha Tate,135.0,1986-08-18,5.0,6.0
3209,Thiago Tavares,145.0,1984-11-08,5.0,7.0
3210,Paul Taylor,155.0,1979-12-15,6.0,0.0
3211,Brad Tavares,185.0,1987-12-21,6.0,1.0
3212,Anthony Taylor,145.0,,5.0,7.0
3213,Jesse Taylor,170.0,1983-01-02,6.0,0.0
3214,Louis Taylor,185.0,1979-05-12,5.0,11.0
3215,Torrance Taylor,155.0,1987-10-11,5.0,7.0
3216,Danielle Taylor,115.0,1989-10-25,5.0,0.0
3217,Shawn Teed,265.0,1992-02-13,6.0,5.0
3218,J.T Taylor,,,5.0,10.0
3219,James Te Huna,185.0,1981-09-29,6.0,2.0
3220,John Teixeira,145.0,1986-11-18,5.0,7.0
3221,Tra Telligman,233.0,1965-02-07,6.0,2.0
3222,Ewerton Teixeira,242.0,1982-02-13,6.0,1.0
3223,Taneisha Tennant,145.0,1989-06-15,5.0,7.0
3224,Glover Teixeira,205.0,1979-10-28,6.0,2.0
3225,Herman Terrado,170.0,1989-09-27,,
3226,Dave Terrel,170.0,1978-05-10,5.0,8.0
3227,David Terrell,185.0,1978-01-09,6.0,1.0
3228,Jeff Terry,205.0,,6.0,2.0
3229,Daniel Teymur,145.0,1988-02-03,5.0,5.0
3230,David Teymur,155.0,1989-05-01,5.0,9.0
3231,James Terry,170.0,1981-03-16,5.0,10.0
3232,Motonobu Tezuka,135.0,1987-08-29,5.0,7.0
3233,Jason Thacker,185.0,1975-08-18,5.0,10.0
3234,Brandon Thatch,170.0,1985-07-11,6.0,2.0
3235,Elias Theodorou,185.0,1988-05-31,6.0,1.0
3236,Nik Theotikos,185.0,,,
3237,Din Thomas,155.0,1976-09-28,5.0,9.0
3238,Ryan Thomas,170.0,1984-11-05,6.0,0.0
3239,Joel Thomas ,170.0,,5.0,10.0
3240,Noah Thomas,135.0,1981-03-27,5.0,9.0
3241,Paulo Thiago,170.0,1981-01-25,5.0,11.0
3242,Treston Thomison,145.0,,5.0,8.0
3243,Nick Thompson,170.0,1981-06-23,6.0,1.0
3244,Josh Thomson,155.0,1978-09-21,5.0,10.0
3245,James Thompson,265.0,1978-12-16,6.0,5.0
3246,Oli Thompson,242.0,1980-01-02,6.0,1.0
3247,Josh Thornburg,170.0,1984-05-24,6.0,0.0
3248,Stephen Thompson,170.0,1983-02-11,6.0,0.0
3249,Simeon Thoresen,170.0,1984-03-14,6.0,1.0
3250,Gleison Tibau,155.0,1983-10-07,5.0,10.0
3251,Chris Tickle,155.0,1982-02-01,5.0,9.0
3252,Nolan Ticman,125.0,1988-05-17,5.0,6.0
3253,Ryan Tobar,155.0,,,
3254,Brett Tillis,145.0,,,
3255,Andrew Todhunter,185.0,1987-11-30,6.0,0.0
3256,Darren Till,185.0,1992-12-24,6.0,0.0
3257,Dusko Todorovic,185.0,1994-05-19,6.0,1.0
3258,Hideo Tokoro,135.0,1977-08-22,5.0,7.0
3259,Anatoly Tokov,185.0,1990-02-17,5.0,10.0
3260,Tyler Toner,145.0,1983-03-31,5.0,8.0
3261,Kazuki Tokudome,155.0,1987-03-04,5.0,11.0
3262,Masanori Tonooka,185.0,1973-05-25,5.0,8.0
3263,James Toney,220.0,1968-08-24,5.0,9.0
3264,Ilia Topuria,145.0,1997-01-21,5.0,7.0
3265,Carl Toomey,,1972-03-15,,
3266,Anthony Torres,170.0,1978-07-31,5.0,8.0
3267,Ronys Torres,155.0,1975-08-13,5.0,7.0
3268,Miguel Torres,135.0,1981-01-18,5.0,9.0
3269,Haven Torres,125.0,,,
3270,Abram Torres,170.0,1982-10-29,5.0,10.0
3271,Jose Torres,125.0,1992-08-02,5.0,4.0
3272,Alex Torres,145.0,1988-05-29,5.0,10.0
3273,Tecia Torres,115.0,1989-08-16,5.0,1.0
3274,Desmond Torres,135.0,1997-01-06,5.0,6.0
3275,Salim Touahri,170.0,1989-09-28,5.0,10.0
3276,Roberto Traven,227.0,1968-09-16,6.0,3.0
3277,Minoru Toyonaga,195.0,1978-06-12,5.0,11.0
3278,Alexander Trevino,170.0,,,
3279,Dequan Townsend,205.0,1986-05-11,6.0,3.0
3280,Bryan Travers,155.0,1983-04-11,,
3281,Francisco Trevino,155.0,1981-12-17,5.0,9.0
3282,Angelo Trevino,170.0,1993-06-10,5.0,11.0
3283,Damien Trites,165.0,1979-08-23,5.0,11.0
3284,Frank Trigg,170.0,1972-05-07,5.0,9.0
3285,Michael Trizano,155.0,1991-12-31,5.0,11.0
3286,Tor Troeng,185.0,1983-01-25,6.0,2.0
3287,Antonio Trocoli,205.0,1990-12-06,6.0,5.0
3288,Aaron Trujillo,125.0,,5.0,5.0
3289,Francisco Trinaldo,155.0,1978-08-24,5.0,9.0
3290,Reynaldo Trujillo,155.0,1982-01-01,5.0,9.0
3291,Jon Tuck,155.0,1984-08-28,5.0,11.0
3292,Arman Tsarukyan,155.0,1996-10-11,5.0,7.0
3293,Chris Tuchscherer,258.0,1975-09-08,6.0,2.0
3294,Abel Trujillo,155.0,1983-09-18,5.0,8.0
3295,Gavin Tucker,145.0,1986-06-17,5.0,6.0
3296,Tom Tuggle,250.0,,6.0,2.0
3297,Jumabieke Tuerxun,135.0,1986-04-17,5.0,7.0
3298,Blair Tugman,135.0,,6.0,0.0
3299,Tai Tuivasa,264.0,1993-03-16,6.0,2.0
3300,Teila Tuli,430.0,1969-06-14,6.0,0.0
3301,Zubaira Tukhugov,145.0,1991-01-15,5.0,8.0
3302,Albert Tumenov,170.0,1991-12-26,5.0,11.0
3303,Ricky Turcios,135.0,1993-06-05,5.0,9.0
3304,Wellington Turman,185.0,1996-07-22,6.0,0.0
3305,Jalin Turner,155.0,1995-05-18,6.0,3.0
3306,Courtney Turner,170.0,,6.0,2.0
3307,Alberto Uda,185.0,1984-08-08,6.0,3.0
3308,Marcin Tybura,249.0,1985-11-09,6.0,3.0
3309,Austin Tweedy,155.0,1990-09-25,5.0,9.0
3310,Ryuki Ueyama,180.0,1976-04-17,5.0,11.0
3311,Christian Uflacker,170.0,1985-08-04,5.0,11.0
3312,Andy Uhrich,170.0,,6.0,0.0
3313,Carlos Ulberg,205.0,1990-11-07,6.0,4.0
3314,Tagir Ulanbekov,125.0,1991-08-07,5.0,7.0
3315,Zach Underwood,185.0,,6.0,2.0
3316,Gasan Umalatov,170.0,1982-09-11,5.0,11.0
3317,Jeremy Umphries,160.0,,,
3318,Caol Uno,155.0,1975-05-08,5.0,7.0
3319,Kengo Ura,165.0,1981-06-20,5.0,9.0
3320,Hector Urbina,170.0,1987-09-17,5.0,11.0
3321,Elias Urbina,185.0,1993-10-09,6.0,3.0
3322,Nick Urso,125.0,1985-09-26,5.0,6.0
3323,Yasuhiro Urushitani,125.0,1976-09-08,5.0,5.0
3324,Kamaru Usman,170.0,1987-05-11,6.0,0.0
3325,Darren Uyenoyama,125.0,1979-10-15,5.0,6.0
3326,Charlie Valencia,135.0,1974-10-31,5.0,3.0
3327,Richie Vaculik,125.0,1983-06-19,5.0,6.0
3328,Victor Valenzuela,155.0,,5.0,10.0
3329,Egidijus Valavicius,200.0,1978-12-23,6.0,0.0
3330,Timur Valiev,145.0,1990-01-19,5.0,6.0
3331,Victor Valimaki,205.0,1981-12-17,6.0,0.0
3332,Andrew Valladerez,135.0,1987-06-28,,
3333,Isaac Vallie-Flagg,155.0,1978-04-08,5.0,8.0
3334,Matt Van Buren,205.0,1986-06-12,6.0,5.0
3335,Mike van Arsdale,205.0,1965-06-20,6.0,2.0
3336,Brianna Van Buren,115.0,1993-08-04,5.0,0.0
